,title,artist,full,reff,emotion
336,pamungkas,kenangan manis,tawa yang terlepas tanpa ada makna. cerita lama yang selalu dibawa. diam diam hati ini mengerti. teringat dan jadi ciri tentangmu tentangmu. untuk sementara sampai berjumpa. bersama sama bercanda lagi. kenangan manis di hari ini. jadi alasan untuk kembali. semua mimpi tinggi dan segala drama. dijadikan canda dikeluh bersama. terkadang kadang mata bicara. seakan akan semua rahasia. oh kebodohan antara kita jadi kenangan manis. untuk sementara sampai berjumpa. bersama sama bercanda lagi. kenangan manis di hari ini. jadi alasan untuk kembali. untuk sementara sampai berjuma. bersama sama bercanda lagi. kenangan manis di hari ini. jadi alasan untuk kembali. kenangan manis sehari ini. jadi alasan untuk kembali alasan untuk kembali . yeah jadi alasan untuk kembali,untuk sementara sampai berjumpa. bersama sama bercanda lagi. kenangan manis di hari ini. jadi alasan untuk kembali,bahagia
337,noah,kota mati,warna seperti menghilang di kota ini. hitam dan putih masa lalu. telah membisu semua berakhir disini . tempatku mulai bermimpi. masih menangis disini. langkahmu yang telah pergi. udara kini berubah. di kota mati seperti kisah masa lalu kini membisu. coba dengar aku berbisik. suara yang tidak mengering. hatiku mati disini. terdiam dan tidak mendengar,semua berakhir disini . tempatku mulai bermimpi. masih menangis disini. langkahmu yang telah pergi,sedih
338,noah,wanitaku,kau lakukan yang kau inginkan. kau tutup matamu dan kau berjalan. aku terbangun dari lamunan. dan aku tenggelam dalam mimpimu. tidak pernah habis dunia. sampai ke ujung batasnya. takkan berhenti hingga. hatimu membeku. kembali berputar arah. pulang padaku. kembalilah ada aku. yang bisa memelukmu. apa yang kau cari wanitaku apa yang kau cari. tempatmu disini pujaanku tempatmu disini. tidak perlukan itu wanitaku tidak perlu begitu. tetaplah disini bersamaku tetaplah disini. tidak pernah habis dunia. sampai ke ujung batasnya. takkan berhenti hingga. hatimu membeku. kembali berputar arah. pulang padaku. kembalilah ada aku. yang bisa memelukmu. apa yang kau cari wanitaku apa yang kau cari. tempatmu disini pujaanku tempatmu disini. tidak perlukan itu wanitaku tidak perlu begitu. tetaplah disini bersamaku tetaplah disini. apa yang kau cari wanitaku apa yang kau cari. tempatmu disini pujaanku tempatmu disini. tidak perlukan itu wanitaku tidak perlu begitu. tetaplah disini bersamaku tetaplah disini,apa yang kau cari wanitaku apa yang kau cari. tempatmu disini pujaanku tempatmu disini. tidak perlukan itu wanitaku tidak perlu begitu. tetaplah disini bersamaku tetaplah disini,takut
339,noah,khayalan tingkat tinggi,awal aku melihat. aku yakin ini bukanlah yang biasa. mengagumkan. melemahkan aku melihat tatap matanya. garis tawanya. waktu berhenti apabila aku memandangnya. mengagumkan. melemahkan aku melihat tatap matanya. khayalan ini setinggi tingginya. seindah indahnya. tempat aku memikirkannya. bila aku dapat kusimpan wajahnya. memegang indahnya. berpura memilikinya. yang kunanti. saat memegang tangannya. sampai nanti. tetap memegang tangannya. khayalan ini setinggi tingginya. seindah indahnya. tempat aku memikirkannya. bila aku dapat kusimpan wajahnya. memegang indahnya. berpura memilikinya. ah ah ah ah. ah ah ah ah. ah ah ah ah,khayalan ini setinggi tingginya. seindah indahnya. tempat aku memikirkannya. bila aku dapat kusimpan wajahnya. memegang indahnya. berpura memilikinya,bahagia
340,dibalas dengan dusta,audy,semudah itu kau ucapkan kata maaf kekasihku. setelah kau lakukan lagi kesalahan yang sama. di mana perasaanmu . saat kau melakukan salah yang sama. inikah cara dirimu. membalas tulus cinta yang telah aku beri oh. menyakitkan bila cintaku dibalas dengan dusta. namun mencintamu takkan kusesali. karena aku yang memilihmu. oh. oh. oh. dimana perasaanmu . saat kau melakukan salah yang sama. inikah cara dirimu. membalas tulus cinta yang telah aku beri oh. menyakitkan bila cintaku dibalas dengan dusta. namun mencintamu takkan kusesali. karena aku yang memilihmu. menyakitkan bila cintaku dibalas dengan dusta. namun mencintamu takkan kusesali. karena aku yang memilihmu. oh. oh,menyakitkan bila cintaku. dibalas dengan dusta. namun mencintamu takkan kusesali. karena aku yang memilihmu,marah
341,lelaki buaya darat,ratu,lihatlah lah . pada diriku ku . aku cantik dan menarik. dan kau mulai dekati aku. aku beri sgalanya nya . cinta harta dan jiwaku ku . tapi kau malah menghilang. bagai hantu tidak tau malu lu oh. lelaki buaya darat. busyet aku tertipu lagi lu oh. mulutnya manis sekali. tapi hati bagai serigala lu oh. aku tertipu lagi oh lu oh. aku tertipu lagi oh lu oh. aku beri sgalanya. cinta harta dan jiwaku o lu oh. tapi kau malah menghilang. bagai hantu sakitnya aku. mungkin aku bodoh. mungkin aku naif. atau mungkin kamu memang. penjahat wanita oh lu oh. lelaki buaya darat. busyet aku tertipu lagi lu oh. mulutnya manis sekali. tapi hati bagai serigala lu oh. aku tertipu lagi oh lu oh. aku tertipu lagi oh lu oh. ah untung nya. aaku masih punya kekasih yang lainnya. tapi mengapa aku. masih saja tertipu olehnya lu oh. lelaki buaya darat. busyet aku tertipu lagi lu oh. mulutnya manis sekali. tapi hati bagai serigala lu oh. lelaki buaya darat. busyet aku tertipu lagi lu oh. mulutnya manis sekali. tapi hati bagai serigala oh. aku tertipu lagi oh lu oh. aku tertipu lagi oh lu oh,lelaki buaya darat. busyet aku tertipu lagi. mulutnya manis sekali. tapi hati bagai serigala,marah
342,cemburu,dewa 19,ingin kubunuh pacarmu. saat dia cium bibir merahmu. di depan kedua mataku. hatiku terbakar jadinya cantik. aku cemburu. ingin kubunuh pacarmu. saat dia peluk tubuh indahmu. di depan teman temanku. makan hati jadinya cantik. aku cemburu. meskipun aku pacar rahasiamu. meskipun aku selalu yang kedua. tapi aku manusia. yang mudah sakit hatinya. mungkin memang nasibku. yang sih lalu menunggu. untuk jadi yang pertama. mungkin kukatakan kepadanya saja. bahwa aku juga milikmu. bahwa aku juga uh uh uh uh. bahwa aku juga kekasih hatimu. meskipun aku pacar rahasiamu. meskipun aku selalu yang kedua. tapi aku manusia. yang mudah sakit hatinya. ingin kubunuh pacarmu. saat dia peluk tubuh indahmu. di depan kedua mataku tepat di depan kedua mataku . hatiku terbakar jadinya cantik. aku cemburu. aku cemburu jadinya cantik. aku cemburu jadinya cantik. aku cemburu jadinya cantik. aku cemburu jadinya cantik. aku cemburu,ingin kubunuh pacarmu. saat dia peluk tubuh indahmu. di depan kedua mataku tepat di depan kedua mataku . hatiku terbakar jadinya cantik. aku cemburu,marah
343,hampir jadi,kahitna,apa ini jelaskan padaku. aku pikir hampir jadi. masih saja salah langkahku. meski impianku hancur di depan mata. masih saja aku tunggu jawabmu. aku bertahan. haruskah aku akhiri. aku tidak tahu apakah nyata. atau kah prasangka. tidak mungkin aku hindari. sanggupkah aku terus melangkah. atau aku pergi saja. sampai hati statusku tidak jelas. kini impianku hancur di depan mata. masih saja aku tunggu jawabmu. aku bertahan. haruskah aku akhiri. aku tidak tahu apakah nyata. atau kah prasangka. tidak mungkin aku hindari. sanggupkah aku terus melangkah. atau aku pergi saja. mau atau tidak mau. suka atau tidak suka. kan aku cari jalan sendiri. jalan sendiri. haruskah aku akhiri. aku tidak tahu apakah nyata. atau kah prasangka. tidak mungkin aku hindari. sanggupkah aku terus melangkah. atau aku pergi saja. haruskah aku akhiri. aku tidak tahu apakah nyata. atau kah prasangka. tidak mungkin aku hindari. sanggupkah aku terus melangkah. atau aku pergi saja. atau aku pergi saja,haruskah aku akhiri. aku tidak tahu apakah nyata. atau kah prasangka,takut
344,sadis,afgan,terlalu sadis caramu. menjadikan diriku. pelampiasan cintamu. agar dia kembali padamu. tanpa perduli sakitnya aku. tega niannya caramu. menyingkirkan diriku. dari percintaan ini. agar dia kembali padamu. tanpa perduli sakitnya aku. semoga tuhan membalas semua yang terjadi. kepadaku suatu saat nanti. hingga kau sadari sesungguhnya yang kau punya. hanya aku tempatmu kembali. sebagai cintamu oh. hanya aku tempatmu kembali. semoga tuhan membalas semua yang terjadi. kepadaku suatu saat nanti. hingga kau sadari sesungguhnya yang kau punya. hanya aku tempatmu kembali. hingga kau sadari sesungguhnya yang kau punya. hanya aku oh. sebagai cintamu,semoga tuhan membalas semua yang terjadi. kepadaku suatu saat nanti. hingga kau sadari sesungguhnya yang kau punya. hanya aku tempatmu kembali. sebagai cintamu oh. hanya aku tempatmu kembali,marah
345,tega,tiara andini (new) atau rosa(old),indah waktu itu. saat semua terlihat baik saja. ternyata cerita kita. tidak seindah yang pernah aku bayangkan. aku tau perasaanmu itu berbeda denganku. mengapa aku tetap percaya janjimu . apa lagi yang kamu mau . semua sudah kuberi. walau terus disakiti. mungkin tidak akan lama. kita terus bersama. lalui semua berdua. ternyata cintamu selama ini. begitu besar dan tulus. hanya untuknya. sudah waktunya untuk pergi. tinggalkan semua kenangan. antara kita. mengapa kau begitu tega. bermain di belakangku. apa lagi yang kamu mau . semua sudah kuberi. walau terus disakiti. mungkin tidak akan lama. kita terus bersama. lalui semua berdua. semua sudah kuberi. walau terus disakiti. mungkin tidak akan lama. kita terus bersama. lalui semua berdua. ternyata cintamu selama ini. begitu besar dan tulus. hanya untuknya,tega . aku tahu dirimu kini telah ada yang memiliki. tapi bagaimanakah dengan diriku. tidak mungkin aku sanggup untuk kehilangan dirimu. aku tahu bukan saatnya. untuk mengharap cintamu lagi. tapi bagaimanakah dengan hatiku. tidak mungkin aku sanggup hidup begini. tanpa cintamu,marah
346,emang dasar,wali,aku tahu kamu. kamu seorang bajingan. aku tahu kamu. kau banyak jurus andalan. matamu stereo. lihat ke kiri ke kanan. apalagi menawan. pasti bakal kebobolan. tapi ada satu. hal yang harus kamu tahu. wanita juga tidak mau. bila terus terus kau tipu. satu pasangan tidak cukup. dua simpanan juga tidak cukup. memang dasar ah memang dasar . eh dasar kamu bajingan. kamu mau apa lagi . kamu mau yang bagaimana lagi . ah memang dasar memang dasar . eh dasar kamu bajingan. tapi ada satu. hal yang harus kamu tahu. wanita juga tidak mau. bila terus terus kau tipu. satu pasangan tidak cukup. dua simpanan juga tidak cukup. memang dasar memang dasar. eh dasar kamu bajingan. kamu mau apa lagi . kamu mau yang bagaimana lagi . memang dasar memang dasar. eh dasar kamu bajingan. satu pasangan tidak cukup. dua simpanan juga tidak cukup. memang dasar memang dasar. eh dasar kamu bajingan. wo oh wo oh oh. dua simpanan juga tidak cukup wo oh wo oh oh. memang dasar memang dasar wo oh wo oh oh. eh dasar kamu bajingan. wo oh wo oh oh. kamu mau yang bagaimana lagi wo oh wo oh oh. memang dasar memang dasar wo oh wo oh oh. eh dasar kamu bajingan. wo oh wo oh oh. dua simpanan juga tidak cukup wo oh wo oh oh. memang dasar memang dasar wo oh wo oh oh. eh dasar kamu bajingan,satu pasangan tidak cukup. dua simpanan juga tidak cukup. memang dasar memang dasar. eh dasar kamu bajingan,marah
347,anak sekolah,chrisye,bukan aku tidak tertarik. akan kata rayuanmu. saat matamu melirik. aku jadi suka padamu. tiap kali kau bermanja. gemetar rasa di dada. ingin kubisikkan cinta. tapi hati jadi malu jadinya. engkau masih anak sekolah satu sama. belum tepat waktu untuk begitu begini. anak sekolah datang kembali. dua atau tiga tahun lagi,engkau masih anak sekolah satu sama. belum tepat waktu untuk begitu begini. anak sekolah datang kembali. dua atau tiga tahun lagi,takut
348,dendam,cokelat,kini kujalani hari demi hari berharap waktu terbangkan asaku. lupakan dirimu aku coba mencari arti semua ini. salahkah merasa kubuta oleh dusta. tiada tiada akhirnya masih kujalani hari demi hari dan berharap waktu kan terbangkan asaku lupakan dirimu coba kini kau dengarkan. sekali saja dengarkan. apa isi hati ini semua isi hati ini. berjuta kenangan kelam. berjuta sesal terpendam. jangan salahkan aku. jangan pernah salahkan aku. jangan pernah salahkan aku. dendam masih kumencari arti semua ini salahkah merasa aku buta oleh dusta tiada tiada akhirnya kutahu kau tiada merasa bersalah. semua kau tinggalkan pergi tanpa pesan puaskah aku kini lihat kubegini.,coba kini kau dengarkan sekali saja dengarkan. apa isi hati ini semua isi hati ini. berjuta kenangan kelam. berjuta sesal terpendam. jangan salahkan aku. jangan pernah salahkan aku,marah
349,mendua,astrid,ku tidak habis fikir. kurangku dimana. kau tega melepaskan aku. jauh aku menatap. namun terlalu jauh. imajinasiku terberai. terdiam aku. beku tanpamu. dimanakah letak hatimu. kau putuskan. untuk mendua. dengan dia. di belakangku. padahal ku. pilih kamu. jadi cinta terakhir. aku tidak habis fikir. kurangku dimana. kau tega melepaskan aku. jauh aku menatap. namun terlalu jauh. imajinasiku terberai. terdiam aku. beku tanpamu. dimanakah letak hatimu. kau putuskan. untuk mendua. dengan dia. di belakangku. padahal ku. pilih kamu. jadi cinta terakhir. kau putuskan. untuk mendua. dengan dia. di belakangku. padahal ku. pilih kamu. jadi cinta terakhir. kau putuskan. untuk mendua. dengan dia. di belakangku. padahal ku. pilih kamu. jadi cinta terakhir. jadi cinta terakhir,kau putuskan untuk mendua. dengan dia… di belakangku. padahal aku pilih kamu. jadi cinta terakhir,marah
350,harga diriku,wali,di dirimu aku menemukan. yang mencintaiku. yang menyayangiku. di dirimu aku ketakutan. kau biarkanku. kau tinggalkanku. bila kamu tidak lagi denganku. aku tidak tahu apa untuk jalani hidupku. bila memang kau pergi dariku. aku tidak ada lagi di dunia ini. mengertikah kau siang malamku. dan tangis tawaku. kau semua hidupku. pandang aku pandanglah hatiku. aku tidak mampu melangkah tanpamu. bila kamu tidak lagi denganku. aku tidak tahu apa untuk jalani hidupku. bila memang kau pergi dariku. aku tidak ada lagi di dunia ini. bukan aku tidak punya harga diri. tapi dirimu begitu berarti. kaulah nafasku engkau harga diriku. mengerti aku . bila kamu tidak lagi denganku. aku tidak tahu apa untuk jalani hidupku. bila memang kau pergi dariku. aku tidak ada lagi di dunia ini,bila kamu tidak lagi denganku. aku tidak tahu apa untuk jalani hidupku. bila memang kau pergi dariku. aku tidak ada lagi di dunia ini,takut
351,takut,idgitaf,sudah di kepala dua. harus mulai dari mana . ambisiku bergejolak antusias tidak karuan. banyak mimpi mimpi yang akan kukejar. lika liku perjalanan. aku terjebak sendirian. tumbuh dari kebaikan bangkit dari kesalahan. berusaha pendamkan kenyataan bahwa. takut tambah dewasa. takut aku kecewa. takut tidak seindah yang kukira. takut tambah dewasa. takut aku kecewa. takut tidak sekuat yang kukira. aku tetap bernafas. meski sering tercekat. aku tetap bernafas. meski aku tidak merasa bebas. pertengahan . selanjutnya bagaimana . banyak mimpi yang terkubur mengorbankan waktu tidur. aku tidak tahu apa lagi yang akan kukejar. takut tambah dewasa. takut aku kecewa. takut tidak seindah yang kukira. takut tambah dewasa. takut aku kecewa. takut tidak sekuat yang kukira. aku tetap bernafas. meski sering tercekat. aku tetap bernafas. meski aku tidak merasa bebas ho oh ho oh. maaf jika. belum seturut yang dipinta. maaf jika. seperti tidak tahu arah. aku sudah dewasa. aku sudah kecewa. memang tidak seindah yang kukira. aku sudah dewasa. aku sudah kecewa. memang tidak sekuat yang kukira. aku tetap bernafas. meski sering tercekat. aku tetap bernafas. meski aku tidak merasa bebas. ho uh. takut aku kecewa . takut tidak seindah yang kukira memang tidak seindah yang kukira. takut tambah dewasa . takut aku kecewa . memang tidak sekuat yang kukira. engkau tetap bernafas. meski sering tercekat. engkau tetap bernafas. dan langkahmu akan terasa bebas. dan hatimu akan terasa bebas. dan jiwamu akan terasa bebas. hm hm hm hm hm. hm mm,takut tambah dewasa. takut aku kecewa. takut tidak seindah yang kukira. takut tambah dewasa. takut aku kecewa. takut tidak sekuat yang kukira. aku tetap bernafas. meski sering tercekat. aku tetap bernafas,takut
